"","satisfacao","ultima_avaliacao","volume_projetos","media_horas_mensais","tempo_cia","acidente_trabalho","saiu","promocao_ultimos_5_anos","comercial","salario"
"5830",0.74,"0.85",4,"105",5,0,0,0,"comercial","alto"
"5831",0.34,"0.81",3,"257",5,0,0,0,"contabilidade","baixo"
"5832",0.28,"0.46",4,"260",2,0,0,0,"contabilidade","mediano"
"5833",0.7,"0.79",6,"145",NA,0,0,0,"contabilidade","mediano"
"5834",0.53,"0.59",2,"201",3,1,0,0,"RH","mediano"
"5835",0.97,"0.51",4,"241",4,0,0,0,"RH","mediano"
"5836",0.96,"0.59",3,"214",2,0,0,0,"RH","baixo"
"5837",0.74,"0.53",4,"166",NA,0,0,0,"RH","baixo"
"5838",0.79,"0.86",4,"173",4,0,0,0,"area tecnica","baixo"
"5839",0.61,"0.47",4,"181",5,0,0,0,"area tecnica","baixo"
"5840",0.36,"0.4",4,"114",4,1,0,0,"area tecnica","baixo"
"5841",0.15,"0.91",5,"267",4,0,0,0,"area tecnica","baixo"
"5842",0.61,"0.5",4,"216",2,0,0,0,"area tecnica","baixo"
"5843",0.59,"0.94",4,"265",3,0,0,0,"area tecnica","baixo"
"5844",0.58,"0.77",5,"272",2,1,0,0,"area tecnica","baixo"
"5845",0.49,"0.92",4,"229",2,0,0,0,"area tecnica","baixo"
"5846",0.92,"0.96",5,"174",3,1,0,0,"area tecnica","baixo"
"5847",0.72,"0.92",3,"264",3,0,0,0,"area tecnica","baixo"
"5848",0.77,"0.85",5,"221",5,0,0,0,"area tecnica","baixo"
"5849",0.6,"0.57",3,"202",3,0,0,0,"suporte","baixo"
"5850",0.21,"0.4",3,"262",3,0,0,0,"suporte","baixo"
"5851",0.83,"0.75",3,"150",3,0,0,0,"suporte","baixo"
"5852",0.71,"0.95",3,"251",3,0,0,0,"suporte","baixo"
"5853",0.94,"0.46",2,"230",2,1,0,0,"suporte","baixo"
"5854",0.59,"0.99",3,"185",2,0,0,0,"suporte","mediano"
"5855",0.59,"0.59",4,"216",2,1,0,0,"suporte","mediano"
"5856",0.99,"0.68",3,"181",3,1,0,0,"suporte","mediano"
"5857",0.64,"0.7",5,"140",4,0,0,0,"suporte","mediano"
"5858",NA,"0.5",4,"160",3,0,0,0,"suporte","mediano"
"5859",0.78,"0.63",3,"192",2,0,0,0,"suporte","mediano"
"5860",0.7,"0.79",6,"257",4,0,0,0,"area tecnica","mediano"
"5861",0.9,"0.62",5,"236",6,0,0,0,"area tecnica","mediano"
"5862",0.14,"0.74",6,"160",5,0,0,0,"area tecnica","mediano"
"5863",0.33,"0.69",3,"125",3,0,0,0,"gerencia","mediano"
"5864",0.73,"0.53",4,"139",2,0,0,0,"TI","mediano"
"5865",0.8,"0.87",4,"217",3,0,0,0,"TI","mediano"
"5866",0.17,"0.91",6,"246",5,0,0,0,"TI","alto"
"5867",0.34,"0.91",4,"284",4,0,0,0,"TI","baixo"
"5868",0.61,"0.9",3,"263",3,0,0,0,"TI","mediano"
"5869",0.18,"0.95",4," ",6,0,0,0,"produtos","mediano"
"5870",0.72,"0.94",3,"258",3,0,0,0,"produtos","mediano"
"5871",0.32,"0.79",4," ",3,0,0,0,"produtos","mediano"
"5872",0.85,"0.81",2,"223",3,1,0,0,"produtos","baixo"
"5873",0.85,"0.74",5,"170",4,0,0,0,"TI","baixo"
"5874",0.8,"0.81",4," ",3,1,0,0,"P&D","baixo"
"5875",0.36,"0.82",4,"218",5,0,0,0,"P&D","baixo"
"5876",0.8,"0.99",6,"178",5,0,0,0,"P&D","baixo"
"5877",0.55,"0.9",3,"181",3,1,0,0,"P&D","baixo"
"5878",NA,"0.56",3,"183",4,1,0,0,"P&D","baixo"
"5879",0.71,"0.61",2,"198",2,1,0,0,"marketing","baixo"
"5880",0.74,"0.56",3,"203",3,0,0,0,"comercial","baixo"
"5881",0.76,"0.89",5,"204",3,0,0,0,"contabilidade","baixo"
"5882",0.81,"0.62",3,"257",3,0,0,0,"suporte","baixo"
"5883",0.59,"1",4,"169",2,0,0,0,"area tecnica","baixo"
"5884",0.97,"0.69",4,"203",2,0,0,0,"gerencia","baixo"
"5885",0.98,"0.74",4,"260",2,1,0,0,"marketing","baixo"
"5886",0.96,"0.87",5,"202",2,0,0,0,"marketing","baixo"
"5887",0.82,"0.63",4,"199",2,0,0,0,"marketing","baixo"
"5888",0.97,"0.93",2,"270",4,0,0,0,"comercial","baixo"
"5889",0.74,"0.51",5,"258",2,0,0,0,"comercial","baixo"
"5890",0.14,"0.52",4,"108",6,0,0,0,"comercial","baixo"
"5891",0.3,"0.67",3,"232",3,0,0,0,"comercial","baixo"
"5892",0.74,"0.89",4,"149",2,0,0,0,"comercial","baixo"
"5893",0.85,"0.48",4,"214",3,0,0,0,"comercial","mediano"
"5894",0.69,"0.65",4,"136",2,0,0,0,"comercial","mediano"
"5895",0.6,"0.95",4,"164",4,0,0,0,"comercial","mediano"
"5896",0.53,"0.85",3,"236",6,0,0,0,"comercial","mediano"
"5897",NA,"0.88",3,"270",3,0,0,0,"comercial","mediano"
"5898",0.57,"0.63",5,"156",4,0,0,0,"comercial","mediano"
"5899",0.2,"0.73",3,"250",5,0,0,0,"comercial","mediano"
"5900",0.82,"0.92",4,"196",NA,0,0,0,"comercial","mediano"
"5901",0.62,"0.92",5,"169",2,0,0,0,"comercial","mediano"
"5902",0.88,"0.59",2,"144",3,0,0,0,"comercial","mediano"
"5903",0.82,"0.62",4,"160",3,0,0,0,"comercial","mediano"
"5904",0.62,"0.91",3,"142",6,1,0,0,"comercial","mediano"
"5905",0.74,"0.48",5," ",NA,0,0,0,"comercial","alto"
"5906",0.91,"0.66",4,"163",3,0,0,0,"comercial","baixo"
"5907",0.7,"0.96",3,"263",3,0,0,0,"contabilidade","mediano"
"5908",0.84,"0.9",3,"178",2,0,0,0,"contabilidade","mediano"
"5909",0.35,"0.57",3,"109",3,0,0,0,"contabilidade","mediano"
"5910",0.28,"0.83",4,"206",5,0,0,0,"RH","mediano"
"5911",0.37,"0.37",3,"168",3,0,0,0,"RH","baixo"
"5912",NA,"0.5",4," ",2,1,0,0,"RH","baixo"
"5913",NA,"0.6",4,"154",2,0,0,0,"RH","baixo"
"5914",0.55,"0.5",4,"179",3,0,0,0,"area tecnica","baixo"
"5915",0.97,"0.92",3,"168",3,0,0,0,"area tecnica","baixo"
"5916",0.91,"0.57",3,"158",3,0,0,0,"area tecnica","baixo"
"5917",0.48,"0.63",3,"180",2,1,0,0,"area tecnica","baixo"
"5918",0.53,"0.71",4,"227",3,0,0,0,"area tecnica","baixo"
"5919",NA,"0.67",3,"139",2,0,0,0,"area tecnica","baixo"
"5920",0.31,"0.69",3,"120",3,0,0,0,"area tecnica","baixo"
"5921",0.81,"0.62",4,"255",4,1,0,0,"area tecnica","baixo"
"5922",NA,"0.95",5,"273",2,0,0,0,"area tecnica","baixo"
"5923",0.64,"0.68",3,"272",3,0,0,0,"area tecnica","baixo"
"5924",0.41,"0.77",4,"231",6,0,0,0,"area tecnica","baixo"
"5925",0.74,"0.81",5,"281",3,1,0,0,"suporte","baixo"
"5926",0.89,"0.86",3," ",3,0,0,0,"suporte","baixo"
"5927",0.26,"0.43",4,"215",4,1,0,0,"suporte","baixo"
"5928",0.72,"0.39",5,"111",5,0,0,0,"suporte","baixo"
"5929",0.84,"0.74",2,"168",3,0,0,0,"suporte","baixo"
"5930",0.52,"0.8",2,"144",4,0,0,0,"suporte","baixo"
"5931",0.65,"0.95",3,"266",3,1,0,0,"suporte","baixo"
"5932",0.66,"0.56",3,"169",2,1,0,0,"suporte","mediano"
"5933",0.86,"0.63",4,"162",2,0,0,0,"suporte","mediano"
"5934",0.91,"0.9",3,"243",3,0,0,0,"suporte","mediano"
"5935",0.84,"0.6",3,"186",3,1,0,0,"suporte","mediano"
"5936",0.87,"0.57",4,"231",4,0,0,0,"area tecnica","mediano"
"5937",0.57,"0.54",4,"167",3,0,0,0,"area tecnica","mediano"
"5938",NA,"0.5",3,"139",3,0,0,0,"area tecnica","mediano"
"5939",1,"0.59",5,"182",3,1,0,0,"gerencia","mediano"
"5940",0.86,"0.74",4,"261",2,0,0,0,"TI","mediano"
"5941",0.7,"0.99",4,"248",3,0,0,0,"TI","mediano"
"5942",0.28,"0.7",2,"164",4,0,0,0,"TI","mediano"
"5943",NA,"0.9",3,"230",3,0,0,0,"TI","mediano"
"5944",0.68,"0.92",3,"226",2,0,0,0,"TI","alto"
"5945",0.45,"0.6",2,"98",3,0,0,0,"produtos","baixo"
"5946",0.37,"0.74",5,"117",3,0,0,0,"produtos","mediano"
"5947",0.98,"0.84",4,"200",2,0,0,0,"produtos","mediano"
"5948",0.67,"0.57",3,"206",3,1,0,0,"produtos","mediano"
"5949",0.74,"0.83",4," ",3,0,0,0,"TI","mediano"
"5950",0.48,"0.46",2,"174",3,0,0,0,"P&D","baixo"
"5951",0.22,"0.63",5,"284",6,0,0,0,"P&D","baixo"
"5952",0.14,"0.79",5,"163",6,0,0,0,"P&D","baixo"
"5953",0.93,"0.92",5,"189",2,0,0,0,"P&D","baixo"
"5954",0.83,"0.54",4," ",4,0,0,0,"P&D","baixo"
"5955",0.94,"0.79",3,"256",3,0,0,0,"marketing","baixo"
"5956",0.7,"0.98",3,"215",2,0,0,0,"comercial","baixo"
"5957",0.74,"0.86",4,"221",2,1,0,0,"contabilidade","baixo"
"5958",0.83,"0.85",4,"263",3,0,0,0,"suporte","mediano"
"5959",0.97,"0.61",3,"208",NA,0,0,0,"area tecnica","mediano"
"5960",0.61,"0.71",3,"216",4,0,0,0,"gerencia","mediano"
"5961",0.77,"0.71",2,"242",2,0,0,0,"marketing","mediano"
"5962",0.66,"0.73",2,"135",6,0,0,0,"marketing","mediano"
"5963",0.92,"0.99",3,"190",3,0,0,0,"marketing","mediano"
"5964",0.62,"0.55",3,"108",2,1,0,0,"comercial","mediano"
"5965",NA,"0.67",6,"195",2,0,0,0,"comercial","mediano"
"5966",0.82,"0.68",3,"160",4,0,0,0,"comercial","mediano"
"5967",0.7,"0.48",5,"273",2,0,0,0,"comercial","mediano"
"5968",0.18,"0.39",2,"177",6,0,0,0,"comercial","mediano"
"5969",0.99,"0.59",3,"163",2,0,0,0,"comercial","mediano"
"5970",0.22,"0.9",4,"106",2,0,0,0,"comercial","mediano"
"5971",0.61,"0.83",5,"236",2,0,0,0,"comercial","mediano"
"5972",0.78,"0.91",3,"132",2,0,0,0,"comercial","mediano"
"5973",0.84,"0.61",3,"253",2,0,0,0,"comercial","mediano"
"5974",0.87,"0.74",4,"151",4,0,0,0,"comercial","mediano"
"5975",0.73,"0.9",4,"266",3,0,0,0,"comercial","mediano"
"5976",0.7,"0.86",3,"141",2,1,0,0,"comercial","mediano"
"5977",0.98,"0.71",5,"217",3,0,0,0,"comercial","mediano"
"5978",0.85,"0.49",3,"258",3,0,0,0,"comercial","mediano"
"5979",0.56,"0.83",5,"275",2,0,0,0,"comercial","mediano"
"5980",0.48,"0.62",4,"210",2,0,0,0,"comercial","mediano"
"5981",0.65,"0.7",3,"243",3,0,0,0,"comercial","mediano"
"5982",0.84,"0.59",3,"234",3,1,0,0,"comercial","mediano"
"5983",0.17,"0.73",4,"274",3,0,0,0,"contabilidade","alto"
"5984",0.84,"0.61",4,"261",2,0,0,0,"contabilidade","alto"
"5985",0.96,"0.59",3,"158",3,1,0,0,"contabilidade","alto"
"5986",0.62,"0.96",5," ",2,0,0,0,"RH","alto"
"5987",0.57,"0.7",3,"158",3,0,0,0,"RH","alto"
"5988",0.98,"0.87",3,"246",3,0,0,0,"RH","alto"
"5989",0.72,"0.99",4,"227",3,0,0,0,"RH","alto"
"5990",0.43,"0.46",4,"169",5,0,0,0,"area tecnica","alto"
"5991",0.68,"0.57",5,"187",4,0,0,0,"area tecnica","alto"
"5992",0.69,"0.86",4,"238",3,0,0,0,"area tecnica","alto"
"5993",0.91,"0.66",4,"139",3,0,0,0,"area tecnica","alto"
"5994",0.42,"0.37",2,"284",3,0,0,0,"area tecnica","alto"
"5995",0.8,"0.99",4,"255",5,1,0,0,"area tecnica","baixo"
"5996",0.79,"0.57",5,"230",2,0,0,0,"area tecnica","baixo"
"5997",1,"0.94",3,"272",NA,0,0,0,"area tecnica","baixo"
"5998",0.63,"0.75",4,"155",3,0,0,0,"area tecnica","baixo"
"5999",0.61,"0.51",6,"163",6,0,0,0,"area tecnica","baixo"
"6000",0.78,"0.98",4,"260",3,0,0,0,"area tecnica","baixo"
"6001",0.72,"0.96",5,"223",3,1,0,0,"suporte","baixo"
"6002",0.64,"0.51",4,"247",2,1,0,0,"suporte","baixo"
"6003",0.79,"0.86",3,"126",5,0,0,0,"suporte","baixo"
"6004",0.64,"0.55",3,"147",2,0,0,0,"suporte","baixo"
"6005",0.82,"0.88",4,"259",3,0,0,0,"suporte","baixo"
"6006",0.51,"0.86",4,"196",2,0,0,0,"suporte","baixo"
"6007",0.18,"0.51",6,"227",2,0,0,0,"suporte","baixo"
"6008",0.67,"0.58",5,"161",3,1,0,0,"suporte","baixo"
"6009",0.65,"0.85",3,"213",2,0,0,0,"suporte","baixo"
"6010",0.7,"0.8",4,"183",2,0,0,0,"suporte","mediano"
"6011",0.59,"0.59",3,"194",2,1,0,0,"suporte","mediano"
"6012",0.56,"0.76",3,"237",3,0,0,0,"area tecnica","mediano"
"6013",0.17,"0.94",5,"273",4,0,0,0,"area tecnica","mediano"
"6014",0.8,"0.89",2,"166",3,0,0,0,"area tecnica","mediano"
"6015",0.91,"0.62",5,"169",4,0,0,0,"gerencia","mediano"
"6016",0.51,"0.54",3,"154",3,1,0,0,"TI","mediano"
"6017",0.76,"0.59",3,"201",6,1,0,0,"TI","mediano"
"6018",NA,"0.59",3,"178",2,0,0,0,"TI","mediano"
"6019",0.44,"0.66",3,"161",3,0,0,0,"TI","mediano"
"6020",0.5,"0.48",4,"269",3,0,0,0,"TI","mediano"
"6021",0.54,"0.49",3," ",3,1,0,0,"produtos","mediano"
"6022",0.56,"0.63",4,"271",2,1,0,0,"produtos","alto"
"6023",0.77,"0.66",6,"181",4,0,0,0,"produtos","alto"
"6024",0.39,"0.38",4,"135",2,0,0,0,"produtos","alto"
"6025",0.52,"0.62",3,"275",2,0,0,0,"TI","alto"
"6026",0.63,"0.91",3,"252",2,0,0,0,"P&D","alto"
"6027",0.49,"0.46",2,"129",2,0,0,0,"P&D","alto"
"6028",0.2,"0.47",4,"230",4,0,0,0,"P&D","alto"
"6029",0.21,"0.94",3,"287",5,0,0,0,"P&D","alto"
"6030",0.85,"0.98",5,"156",2,0,0,0,"P&D","baixo"
"6031",0.54,"0.82",2,"279",NA,1,0,0,"marketing","baixo"
"6032",0.23,"0.88",5," ",4,0,0,0,"comercial","baixo"
"6033",0.65,"0.96",3,"168",2,0,0,0,"contabilidade","baixo"
"6034",0.19,"0.85",6,"259",3,1,0,0,"suporte","baixo"
"6035",0.76,"0.58",4,"188",3,0,0,0,"area tecnica","baixo"
"6036",0.83,"0.8",4,"149",NA,0,0,0,"gerencia","baixo"
"6037",0.97,"0.47",3,"157",4,0,0,0,"marketing","baixo"
"6038",0.67,"1",3,"201",NA,0,0,0,"marketing","mediano"
"6039",0.53,"0.62",3,"185",3,0,0,0,"marketing","mediano"
"6040",0.34,"0.71",2,"160",3,1,0,0,"comercial","mediano"
"6041",NA,"0.48",5,"251",3,0,0,0,"comercial","mediano"
"6042",0.96,"0.68",5," ",3,1,0,0,"comercial","mediano"
"6043",0.72,"0.76",3,"269",3,1,0,0,"comercial","mediano"
"6044",0.58,"0.62",3,"213",2,0,0,0,"comercial","mediano"
"6045",0.39,"0.67",6,"276",6,0,0,0,"comercial","mediano"
"6046",0.24,"0.57",5,"232",3,0,0,0,"comercial","mediano"
"6047",NA,"0.73",4,"184",3,0,0,0,"comercial","mediano"
"6048",0.98,"0.55",3,"260",3,0,0,0,"comercial","mediano"
"6049",0.64,"0.99",3,"214",2,0,0,0,"comercial","mediano"
"6050",0.56,"0.41",2,"194",2,0,0,0,"comercial","mediano"
"6051",0.53,"0.74",5,"181",2,0,0,0,"comercial","mediano"
"6052",0.62,"0.57",4,"215",3,0,0,0,"comercial","mediano"
"6053",0.85,"0.69",3,"194",4,0,0,0,"comercial","mediano"
"6054",0.76,"0.85",4,"190",3,0,0,0,"comercial","mediano"
"6055",0.69,"0.5",3,"260",4,0,0,0,"comercial","mediano"
"6056",0.35,"0.67",2,"171",3,0,0,0,"comercial","mediano"
"6057",0.54,"0.47",2,"193",4,0,0,0,"comercial","mediano"
"6058",0.63,"0.49",3,"252",3,0,0,0,"comercial","mediano"
"6059",0.58,"0.58",5,"171",2,0,0,0,"contabilidade","mediano"
"6060",0.7,"0.93",3,"185",4,0,0,0,"contabilidade","mediano"
"6061",0.48,"0.51",4,"152",4,0,0,0,"contabilidade","alto"
"6062",0.59,"0.92",4,"183",2,0,0,0,"RH","baixo"
"6063",0.96,"0.8",4,"145",2,0,0,0,"RH","mediano"
"6064",0.99,"0.77",3,"190",4,0,0,0,"RH","mediano"
"6065",0.73,"0.59",4,"214",5,0,0,0,"RH","mediano"
"6066",0.7,"0.73",2,"139",2,0,0,0,"area tecnica","mediano"
"6067",0.85,"0.88",5,"236",4,0,0,0,"area tecnica","mediano"
"6068",0.66,"0.61",3,"156",3,1,0,0,"area tecnica","mediano"
"6069",0.94,"0.97",2,"221",2,0,0,0,"area tecnica","mediano"
"6070",0.54,"0.64",6,"278",2,0,0,0,"area tecnica","mediano"
"6071",0.78,"0.47",4,"129",NA,0,0,0,"area tecnica","mediano"
"6072",0.64,"0.85",3,"213",4,0,0,0,"area tecnica","mediano"
"6073",0.68,"0.56",3,"146",NA,0,0,0,"area tecnica","baixo"
"6074",0.92,"0.84",4,"159",3,0,0,0,"area tecnica","baixo"
"6075",0.72,"0.73",3,"198",2,0,0,0,"area tecnica","baixo"
"6076",0.78,"0.74",6,"251",4,0,0,0,"area tecnica","baixo"
"6077",0.35,"0.54",2,"124",3,0,0,0,"suporte","baixo"
"6078",0.97,"0.77",5,"223",2,0,0,0,"suporte","baixo"
"6079",0.57,"0.65",3,"163",2,0,0,0,"suporte","baixo"
"6080",0.9,"0.66",4,"242",3,0,0,0,"suporte","alto"
"6081",0.31,"0.61",4,"97",2,0,0,0,"suporte","baixo"
"6082",0.17,"0.5",4,"267",6,0,0,0,"suporte","alto"
"6083",0.8,"0.4",5," ",NA,1,0,0,"suporte","alto"
"6084",0.19,"0.76",3,"107",5,0,0,0,"suporte","baixo"
"6085",0.57,"0.65",5,"144",3,1,0,0,"suporte","baixo"
"6086",0.22,"0.96",3,"213",3,0,0,0,"suporte","alto"
"6087",0.15,"0.9",5,"284",4,0,0,0,"suporte","baixo"
"6088",0.62,"0.67",5,"259",3,0,0,0,"area tecnica","mediano"
"6089",0.61,"0.41",3,"103",2,0,0,0,"area tecnica","alto"
"6090",0.87,"0.81",5,"236",3,0,0,0,"area tecnica","mediano"
"6091",0.54,"0.75",4,"199",2,0,0,0,"gerencia","mediano"
"6092",0.71,"0.54",3,"201",2,0,0,0,"TI","mediano"
"6093",0.66,"0.67",3,"123",4,0,0,0,"TI","mediano"
"6094",0.7,"0.68",4,"143",5,0,0,0,"TI","alto"
"6095",0.53,"0.5",5," ",2,0,0,0,"TI","mediano"
"6096",0.92,"0.54",5,"203",3,0,0,0,"TI","mediano"
"6097",0.93,"0.73",4,"168",2,0,0,0,"produtos","mediano"
"6098",0.62,"0.7",5,"180",4,0,0,0,"produtos","alto"
"6099",0.65,"0.53",5,"142",3,0,0,0,"produtos","mediano"
"6100",0.87,"0.98",4,"266",2,1,0,0,"produtos","alto"
"6101",0.97,"0.89",5,"265",2,0,0,0,"TI","baixo"
"6102",0.76,"0.77",5,"257",3,0,0,0,"P&D","mediano"
"6103",0.96,"0.55",4,"234",4,0,0,0,"P&D","mediano"
"6104",1,"0.8",3,"223",3,0,0,0,"P&D","mediano"
"6105",0.99,"0.85",5,"261",4,0,0,0,"P&D","mediano"
"6106",0.67,"0.84",4,"197",2,0,0,0,"P&D","baixo"
"6107",0.61,"0.52",4,"171",2,0,0,0,"marketing","baixo"
"6108",0.62,"0.92",3,"228",2,0,0,0,"comercial","baixo"
"6109",0.62,"0.79",3," ",3,0,0,0,"contabilidade","baixo"
"6110",NA,"0.76",3,"147",3,1,0,0,"suporte","baixo"
"6111",0.86,"0.56",5,"237",3,0,0,0,"area tecnica","baixo"
"6112",0.15,"0.44",3,"199",2,0,0,0,"gerencia","baixo"
"6113",0.14,"0.95",4,"144",5,0,0,0,"marketing","baixo"
"6114",0.7,"0.98",4,"146",3,0,0,0,"marketing","baixo"
"6115",0.95,"0.7",4,"139",3,0,0,0,"marketing","baixo"
"6116",0.63,"0.86",4,"169",2,0,0,0,"comercial","alto"
"6117",0.45,"0.75",4,"169",2,0,0,0,"comercial","baixo"
"6118",0.9,"0.6",3,"268",3,0,0,0,"comercial","baixo"
"6119",0.15,"0.87",4," ",4,0,0,0,"comercial","baixo"
"6120",0.75,"0.86",3,"249",3,0,0,0,"comercial","baixo"
"6121",NA,"0.52",4,"122",2,0,0,0,"comercial","alto"
"6122",0.5,"0.94",5,"176",4,0,0,0,"comercial","baixo"
"6123",0.45,"0.45",4,"168",2,0,0,0,"comercial","baixo"
"6124",0.86,"0.92",3,"260",2,0,0,0,"comercial","baixo"
"6125",0.52,"0.62",3,"179",3,0,0,0,"comercial","alto"
"6126",0.79,"0.48",5,"200",3,0,0,0,"comercial","baixo"
"6127",0.47,"0.56",4,"165",3,0,0,0,"comercial","mediano"
"6128",NA,"0.64",4,"144",2,0,0,0,"comercial","alto"
"6129",NA,"0.72",4,"186",2,0,0,0,"comercial","mediano"
"6130",0.84,"0.54",4,"156",4,0,0,0,"comercial","alto"
"6131",0.5,"0.7",4,"162",2,0,0,0,"comercial","mediano"
"6132",0.52,"0.63",3,"269",2,0,0,0,"comercial","mediano"
"6133",0.76,"0.37",3,"127",4,0,0,0,"comercial","mediano"
"6134",0.59,"0.58",2,"267",3,0,0,0,"comercial","mediano"
"6135",0.65,"0.79",4,"196",2,0,0,0,"contabilidade","mediano"
"6136",0.68,"0.83",3,"144",2,0,0,0,"contabilidade","mediano"
"6137",0.52,"0.72",2,"247",4,0,0,0,"contabilidade","mediano"
"6138",0.92,"0.5",5,"258",3,0,0,0,"RH","mediano"
"6139",0.53,"0.84",4,"219",2,0,0,0,"RH","alto"
"6140",0.5,"0.95",2,"208",2,0,0,0,"RH","baixo"
"6141",0.98,"0.77",4,"184",3,0,0,0,"RH","mediano"
"6142",0.85,"0.6",5,"178",2,0,0,0,"area tecnica","mediano"
"6143",0.49,"0.83",4,"194",3,0,0,0,"area tecnica","mediano"
"6144",0.52,"0.73",4,"245",4,0,0,0,"area tecnica","mediano"
"6145",0.96,"0.77",3,"193",3,0,0,0,"area tecnica","mediano"
"6146",0.86,"0.85",3,"254",3,0,0,0,"area tecnica","mediano"
"6147",0.35,"0.59",3,"281",2,0,0,0,"area tecnica","mediano"
"6148",0.99,"0.97",5,"229",2,0,0,0,"area tecnica","mediano"
"6149",0.52,"0.92",4,"112",2,0,0,0,"area tecnica","mediano"
"6150",0.75,"0.91",4,"243",3,0,0,0,"area tecnica","alto"
"6151",0.67,"0.66",3,"151",3,0,0,0,"area tecnica","baixo"
"6152",0.49,"0.37",4,"216",4,0,0,0,"area tecnica","baixo"
"6153",0.51,"0.62",3,"110",3,0,0,0,"suporte","baixo"
"6154",0.65,"0.6",3,"142",2,0,0,0,"suporte","alto"
"6155",0.73,"0.8",4,"251",2,1,0,0,"suporte","baixo"
"6156",0.46,"0.75",6,"276",6,0,0,0,"suporte","baixo"
"6157",0.94,"0.82",4,"159",2,1,0,0,"suporte","baixo"
"6158",0.53,"0.69",4,"257",4,0,0,0,"suporte","alto"
"6159",0.6,"0.79",5,"154",2,0,0,0,"suporte","baixo"
"6160",0.63,"0.97",5,"146",3,0,0,0,"suporte","baixo"
"6161",0.75,"0.77",4,"204",2,0,0,0,"suporte","baixo"
"6162",0.69,"0.53",4,"156",3,0,0,0,"suporte","baixo"
"6163",0.81,"0.5",4,"170",4,0,0,0,"suporte","baixo"
"6164",0.74,"0.84",3,"239",3,0,0,0,"area tecnica","baixo"
"6165",0.72,"0.55",4,"145",3,0,0,0,"area tecnica","baixo"
"6166",0.27,"0.39",4,"193",4,0,0,0,"area tecnica","mediano"
"6167",0.86,"0.74",2,"178",3,0,0,0,"gerencia","mediano"
"6168",0.5,"0.59",3,"260",3,0,0,0,"TI","mediano"
"6169",0.82,"0.5",3,"198",4,0,0,0,"TI","mediano"
"6170",NA,"0.51",4,"249",5,0,0,0,"TI","mediano"
"6171",0.7,"0.72",4,"202",3,0,0,0,"TI","mediano"
"6172",NA,"0.72",4,"143",3,0,0,0,"TI","mediano"
"6173",0.72,"0.95",2,"178",4,1,0,0,"produtos","mediano"
"6174",0.63,"0.85",3,"151",NA,1,0,0,"produtos","mediano"
"6175",0.84,"0.99",4,"134",3,0,0,0,"produtos","mediano"
"6176",0.98,"0.92",5,"221",3,1,0,0,"produtos","mediano"
"6177",0.41,"0.48",6,"165",4,0,0,0,"TI","mediano"
"6178",0.72,"0.58",4,"255",2,0,0,0,"P&D","alto"
"6179",0.87,"0.89",3,"140",2,1,0,0,"P&D","baixo"
"6180",0.63,"0.71",5,"141",2,0,0,0,"P&D","mediano"
"6181",0.6,"0.96",4,"99",6,0,0,0,"P&D","mediano"
"6182",0.58,"0.79",5,"197",3,0,0,0,"P&D","mediano"
"6183",0.64,"0.52",3,"240",3,0,0,0,"marketing","mediano"
"6184",0.74,"0.62",3,"216",3,1,0,0,"comercial","baixo"
"6185",0.93,"0.7",5,"206",4,0,0,0,"contabilidade","baixo"
"6186",0.74,"0.75",4,"257",3,0,0,0,"suporte","baixo"
"6187",0.98,"0.6",4,"160",3,0,0,0,"area tecnica","baixo"
"6188",0.87,"0.82",5,"138",3,1,0,0,"gerencia","baixo"
"6189",0.76,"0.99",3,"216",NA,0,0,0,"marketing","baixo"
"6190",0.15,"0.91",6,"281",3,0,0,0,"marketing","baixo"
"6191",NA,"0.57",6,"238",6,1,0,0,"marketing","baixo"
"6192",1,"0.67",3,"199",4,0,0,0,"comercial","baixo"
"6193",0.98,"0.63",3,"135",3,0,0,0,"comercial","baixo"
"6194",0.73,"0.97",3,"165",2,0,0,0,"comercial","baixo"
"6195",0.67,"0.72",3,"180",3,0,0,0,"comercial","baixo"
"6196",0.9,"0.74",3,"227",3,0,0,0,"comercial","baixo"
"6197",0.54,"0.53",3,"251",2,0,0,0,"comercial","baixo"
"6198",0.15,"0.39",5,"229",4,0,0,0,"comercial","baixo"
"6199",0.58,"0.54",4,"199",2,0,0,0,"comercial","baixo"
"6200",0.81,"0.51",4,"271",2,0,0,0,"comercial","baixo"
"6201",0.17,"0.51",5,"221",3,0,0,0,"comercial","baixo"
"6202",0.68,"0.73",4,"251",3,0,0,0,"comercial","baixo"
"6203",0.68,"0.49",4,"153",4,0,0,0,"comercial","baixo"
"6204",0.7,"0.93",4,"241",3,0,0,0,"comercial","baixo"
"6205",0.49,"0.68",4,"201",4,0,0,0,"comercial","mediano"
"6206",0.55,"0.96",4,"267",3,0,0,0,"comercial","mediano"
"6207",0.48,"0.84",3,"146",2,1,0,0,"comercial","mediano"
"6208",0.63,"0.98",4,"210",3,0,0,0,"comercial","mediano"
"6209",0.83,"0.69",4,"233",2,0,0,0,"comercial","mediano"
"6210",0.48,"0.87",3,"221",2,0,0,0,"comercial","mediano"
"6211",0.98,"0.96",5,"183",3,1,0,0,"contabilidade","mediano"
"6212",0.57,"0.72",4,"221",NA,0,0,0,"contabilidade","mediano"
"6213",0.72,"0.66",3,"167",3,0,0,0,"contabilidade","mediano"
